PetID,bert_pred,bert_confidence,bert_margin,bert_expected_class,bert_prob_0,bert_prob_1,bert_prob_2,bert_prob_3,bert_prob_4
23b64fe21,4,0.382568359375,0.12646484375,2.7481689453125,0.0306396484375,0.1431884765625,0.256103515625,0.1875,0.382568359375
6e09bfe1f,4,0.4204229865413373,0.19043549913022245,2.9090853602710043,0.026032288583025604,0.10968352305673391,0.21387371440778832,0.22998748741111485,0.4204229865413373
48a44eac5,4,0.6266560840100128,0.485255510104402,3.132181451859088,0.03638805787899139,0.14140057390561084,0.1025093107027291,0.09304597350265584,0.6266560840100128
ae219ff80,2,0.3476191202721877,0.037837755366705805,1.9491936591245442,0.03374883664159407,0.3097813649054819,0.3476191202721877,0.2912286590482584,0.017622019132477917
e13c47053,1,0.350124368619432,0.018311943965451494,1.9767133112572675,0.026353939356945567,0.350124368619432,0.33181242465398053,0.20387297614869299,0.08783629122094887
bcf657071,3,0.30834019957887027,0.005370929842228922,2.429613354084653,0.026885165857975526,0.1828557478104306,0.30296926973664134,0.30834019957887027,0.17894961701608228
7983db8d9,3,0.350119025819447,0.07153756943172801,2.734297747665263,0.023133736189953,0.12671671854971617,0.22144906305316486,0.350119025819447,0.278581456387719
bda06474b,4,0.5815873403427385,0.4222734278433108,3.1743144465977933,0.024339625520745905,0.09949489554561963,0.13526422609146815,0.15931391249942775,0.5815873403427385
b898e8d6c,3,0.3702075702075702,0.029792429792429798,2.3172161172161174,0.024603174603174603,0.17777777777777778,0.3404151404151404,0.3702075702075702,0.08699633699633699
b3faddf18,4,0.7406209474406896,0.6385841788084522,3.5026012663055917,0.019574338240903197,0.041528720726218625,0.09623922495995117,0.10203676863223739,0.7406209474406896
511b245a5,2,0.3489248706640011,0.018068887634105024,1.9986875639049553,0.028369984891724022,0.33085598302989605,0.3489248706640011,0.19741480611045828,0.09443435530392053
8cb067b2f,2,0.34740680836779225,0.03271434456871691,2.0750415795657418,0.015884157041060776,0.31469246379907534,0.34740680836779225,0.22253078413720495,0.09948578665486672
1d0a5c20a,1,0.35770968135758757,0.012941032840922961,1.8558173605176411,0.03943352460017092,0.35770968135758757,0.3447686485166646,0.22378219997558296,0.034305945549993895
ecd574ddb,3,0.4037777879495278,0.047847911994019,2.4070429196991197,0.021192841122350894,0.13084939198364381,0.3559298759555088,0.4037777879495278,0.08825010298896874
8d39e0fa1,2,0.3457295020677237,0.03003158810334039,2.0908577619752484,0.029833208710381347,0.3156979139643833,0.3457295020677237,0.1512566571546291,0.1574827181028826
86953ea0b,2,0.3063777845590479,0.0019530057979859627,2.1558742752517546,0.036313701556301495,0.30442477876106194,0.3063777845590479,0.1728410131217577,0.18004272200183094
99859bab7,2,0.2602419933169563,0.0014647766978440058,2.4465432795739943,0.02152916584018676,0.2293596179374113,0.2602419933169563,0.2587772166191123,0.23009200628633333
6c4520bd5,4,0.39106554375686564,0.1652630294153546,2.8147198828268034,0.020993531063102647,0.14378127669962162,0.22580251434151105,0.21835713413889907,0.39106554375686564
e53933782,4,0.6089796416689558,0.4529499740560998,3.2380429142630405,0.019869975276989287,0.07764856698104569,0.15602966761285597,0.1374721484601532,0.6089796416689558
061378b30,3,0.4859065728630946,0.11549437636394155,2.385886733712821,0.030918552657683094,0.08790269659834878,0.370412196499153,0.4859065728630946,0.024859981381720513
fe3e235e0,2,0.3697248126497657,0.052748057815290184,2.0082113585372183,0.022207298646194234,0.3169767548344755,0.3697248126497657,0.21257955707504694,0.07851157679451762
4f512c3fe,2,0.3076359641091375,0.0728804248306171,2.417017640236831,0.02081425868278093,0.21656595251174998,0.3076359641091375,0.23475553927852041,0.22022828541781114
2625dcb50,4,0.5498718105237456,0.33194970089122205,3.233060676352094,0.019411549261384446,0.04578195580515199,0.16701257477719447,0.2179221096325235,0.5498718105237456
4ac37cc7d,4,0.7286379244563144,0.6314536436474628,3.4511713086608165,0.020862266310568485,0.061564288439526896,0.09175123998473865,0.09718428080885158,0.7286379244563144
41e069381,4,0.7317549426409568,0.6128874786429094,3.509702221137417,0.014217720283134,0.044239687576275326,0.09092018550158652,0.11886746399804735,0.7317549426409568
12a55ba5e,4,0.2807702871791742,0.0019531846064638203,2.4466078676717427,0.0456251716666158,0.20923490096743674,0.27881710257271036,0.18555253761406293,0.2807702871791742
6967987d5,2,0.31845169955889313,0.01709479982294676,2.1497931834485704,0.0215669215623426,0.27522627714944214,0.31845169955889313,0.30135689973594637,0.08339820199337576
aabd8c0d6,4,0.6933911159263272,0.5965849266781621,3.329803305205011,0.029618665405215693,0.09454778508537684,0.08563624433491523,0.09680618924816504,0.6933911159263272
cec359a78,4,0.7852281397833053,0.7024568899740576,3.5687166183427435,0.01635891957881886,0.04233175644742866,0.08277124980924767,0.07330993438119945,0.7852281397833053
a355a6873,2,0.40070813747634454,0.13674378853549846,2.315243269641658,0.021427263292839265,0.17788901776448324,0.40070813747634454,0.2639643489408461,0.13601123252548686
c251767cf,2,0.30249485008010984,0.02270542458228425,2.260776684214542,0.025986114290074008,0.2797894254978256,0.30249485008010984,0.19092088197146562,0.20080872816052492
c14530f38,1,0.35035248878444775,0.0659199804681539,2.097598193304239,0.030365916928617207,0.35035248878444775,0.28443250831629385,0.1610156559953612,0.17383342997528
8969b314b,4,0.340877527661198,0.10670736360167873,2.6892941625333844,0.024982830980541777,0.17666539488744754,0.2233040824112934,0.23417016405951926,0.340877527661198
1fd464902,4,0.7389161057949117,0.6364177464401813,3.4486821421485585,0.01854310700059521,0.06605314164491857,0.1024983593547304,0.0739892862048441,0.7389161057949117
67f174628,3,0.3256736549787909,0.010497726509811067,2.801794378833654,0.02993683054106015,0.09435747200097654,0.23485611401019257,0.3256736549787909,0.31517592846897985
b3111f360,2,0.3236958942983995,0.07616373983491753,2.358146560273408,0.02341973971286026,0.24753215446348198,0.3236958942983995,0.15818622888790565,0.24716598263735257
